Chr1	3198	6347
Chr1	30275	32399
Chr1	39466	41766
Chr1	50069	52577
Chr1	83360	83803
Chr1	91366	98744
Chr1	102347	107776
Chr1	111475	114001
Chr1	114442	120516
Chr1	120747	125343
Chr1	130184	132354
Chr1	134206	137721
Chr1	148145	149072
Chr1	149107	150804
Chr1	155132	167804
Chr1	159565	162881
Chr1	164017	167804
Chr1	169530	173785
Chr1	175597	180109
Chr1	181832	191478
Chr1	196504	198300
Chr1	198821	200624
Chr1	201429	201841
Chr1	202582	203273
Chr1	204378	212333
Chr1	220314	225390
Chr1	234522	235591
Chr1	237010	237900
Chr1	241677	242079
Chr1	246624	247946
Chr1	250339	252186
Chr1	255933	256300
Chr1	257166	258436
Chr1	262287	264369
Chr1	265013	270112
Chr1	272537	277706
Chr1	280113	283108
Chr1	300112	303491
Chr1	304351	308347
Chr1	306626	307252
Chr1	308484	316217
Chr1	331047	334141
Chr1	344324	350742
Chr1	351590	353569
Chr1	355021	358500
Chr1	370584	373132
Chr1	376965	380313
Chr1	383254	390651
Chr1	391379	406282
Chr1	407626	408187
Chr1	427658	432043
Chr1	495724	502106
Chr1	513919	517369
Chr1	521260	524219
Chr1	521260	521847
Chr1	525031	527915
Chr1	531692	533598
Chr1	540130	547113
Chr1	544558	552266
Chr1	547998	552278
Chr1	555105	556553
Chr1	558037	559680
Chr1	560244	561600
Chr1	564190	566050
Chr1	566464	568606
Chr1	570102	573041
Chr1	573770	576985
Chr1	573770	575663
Chr1	580302	593740
Chr1	608677	611810
Chr1	617799	623915
Chr1	628156	635658
Chr1	643386	643867
Chr1	647112	653510
Chr1	657557	662234
Chr1	756052	764524
Chr1	782589	784708
Chr1	784834	786705
Chr1	790357	791646
Chr1	804625	807127
Chr1	812066	816699
Chr1	817441	819810
Chr1	831446	831849
Chr1	875004	876122
Chr1	876219	880603
Chr1	903227	907646
Chr1	908567	915027
Chr1	917279	923087
Chr1	936311	937652
Chr1	943279	945179
Chr1	954592	956785
Chr1	957945	962692
Chr1	962993	965808
Chr1	969518	972937
Chr1	980946	988487
Chr1	990028	996810
Chr1	1004119	1010432
Chr1	1013864	1017501
Chr1	1020014	1021745
Chr1	1028735	1036176
Chr1	1037233	1045595
Chr1	1046247	1049681
Chr1	1070467	1071976
Chr1	1079730	1080542
Chr1	1093471	1095179
Chr1	1109245	1115343
Chr1	1118640	1126390
Chr1	1131403	1136428
Chr1	1135668	1136428
Chr1	1145668	1152150
Chr1	1155020	1157504
Chr1	1165724	1167806
Chr1	1170353	1172160
Chr1	1173411	1177937
Chr1	1179766	1187947
Chr1	1181069	1184848
Chr1	1199306	1203623
Chr1	1221166	1227575
Chr1	1228217	1233387
Chr1	1234466	1236935
Chr1	1240862	1244405
Chr1	1246409	1253042
Chr1	1257978	1261310
Chr1	1264989	1267833
Chr1	1281451	1285484
Chr1	1287012	1287821
Chr1	1297518	1302320
Chr1	1303470	1308719
Chr1	1331634	1353142
Chr1	1398743	1422013
Chr1	1430443	1432350
Chr1	1433028	1439300
Chr1	1444249	1449858
Chr1	1472798	1473207
Chr1	1477580	1479023
Chr1	1510912	1516790
Chr1	1546717	1552317
Chr1	1555186	1555511
Chr1	1568037	1572070
Chr1	1579014	1585957
Chr1	1587730	1592570
Chr1	1593918	1599104
Chr1	1636074	1649597
Chr1	1654864	1655676
Chr1	1720800	1723144
Chr1	1745215	1748837
Chr1	1764658	1766554
Chr1	1847425	1849616
Chr1	1894157	1894877
Chr1	1897608	1900369
Chr1	1924554	1925982
Chr1	1930056	1932555
Chr1	1953588	1962624
Chr1	1964304	1968205
Chr1	1969990	1979624
Chr1	1996149	1998406
Chr1	2000831	2002380
Chr1	2003331	2009008
Chr1	2018715	2022732
Chr1	2031799	2040685
Chr1	2041623	2060258
Chr1	2060527	2069982
Chr1	2082018	2087027
Chr1	2089984	2090924
Chr1	2091494	2096245
Chr1	2098839	2099527
Chr1	2101825	2102988
Chr1	2104986	2107798
Chr1	2109000	2114125
Chr1	2120640	2121681
Chr1	2128128	2135196
Chr1	2140393	2146950
Chr1	2158999	2163378
Chr1	2168399	2173189
Chr1	2180411	2184317
Chr1	2188271	2191574
Chr1	2192150	2197406
Chr1	2208331	2218435
Chr1	2242094	2245065
Chr1	2253138	2258340
Chr1	2261408	2262529
Chr1	2263899	2269662
Chr1	2273842	2274144
Chr1	2274859	2276105
Chr1	2279094	2279468
Chr1	2280850	2283423
Chr1	2302383	2307080
Chr1	2307973	2310903
Chr1	2311180	2313397
Chr1	2325311	2326582
Chr1	2351472	2362833
Chr1	2363790	2367747
Chr1	2369258	2371207
Chr1	2372944	2373363
Chr1	2378646	2379587
Chr1	2382889	2384166
Chr1	2386944	2388172
Chr1	2391045	2391889
Chr1	2397837	2399084
Chr1	2405609	2406061
Chr1	2408524	2409187
Chr1	2414471	2415860
Chr1	2420554	2421816
Chr1	2425889	2427290
Chr1	2439079	2440840
Chr1	2450715	2455935
Chr1	2458978	2462655
Chr1	2486240	2491389
Chr1	2508655	2512831
Chr1	2525424	2529620
Chr1	2559549	2563678
Chr1	2564607	2569597
Chr1	2572484	2575012
Chr1	2575268	2580484
Chr1	2589075	2592882
Chr1	2625520	2634999
Chr1	2630029	2632170
Chr1	2648626	2649720
Chr1	2654456	2660259
Chr1	2660782	2664059
Chr1	2668104	2672107
Chr1	2704971	2706574
Chr1	2710222	2712081
Chr1	2715966	2717126
Chr1	2718579	2719609
Chr1	2727880	2728863
Chr1	2738485	2739315
Chr1	2741169	2741786
Chr1	2744677	2749731
Chr1	2765848	2769783
Chr1	2787169	2792806
Chr1	2796947	2798824
Chr1	2799668	2804227
Chr1	2810243	2811205
Chr1	2815428	2820571
Chr1	2828262	2829498
Chr1	2828262	2834604
Chr1	2849623	2856524
Chr1	2863442	2864349
Chr1	2882202	2883234
Chr1	2897327	2902962
Chr1	2905929	2908191
Chr1	2915508	2916613
Chr1	2931684	2939083
Chr1	2938264	2939083
Chr1	2940712	2945315
Chr1	2957066	2958085
Chr1	3006119	3007565
Chr1	3023017	3025814
Chr1	3036096	3043180
Chr1	3043501	3044092
Chr1	3046111	3046785
Chr1	3049927	3058354
Chr1	3059320	3062301
Chr1	3065269	3066585
Chr1	3067347	3071152
Chr1	3074566	3075566
Chr1	3077355	3083657
Chr1	3092745	3097007
Chr1	3100183	3102315
Chr1	3103364	3104141
Chr1	3103364	3108544
Chr1	3120808	3121280
Chr1	3154085	3155092
Chr1	3186251	3190400
Chr1	3194310	3198323
Chr1	3198504	3202492
Chr1	3208983	3211871
Chr1	3212349	3213880
Chr1	3214758	3217173
Chr1	3218292	3227213
Chr1	3227955	3235157
Chr1	3235950	3244184
Chr1	3252375	3256080
Chr1	3263697	3266934
Chr1	3308759	3316564
Chr1	3321781	3325465
Chr1	3339703	3340665
Chr1	3351234	3356059
Chr1	3352369	3352869
Chr1	3406050	3413583
Chr1	3412449	3413237
Chr1	3414925	3426271
Chr1	3415264	3415681
Chr1	3435383	3439535
Chr1	3441713	3444544
Chr1	3448264	3451626
Chr1	3456408	3461868
Chr1	3462935	3467038
Chr1	3468690	3478039
Chr1	3478642	3480381
Chr1	3536686	3551527
Chr1	3557703	3567757
Chr1	3568428	3570677
Chr1	3574445	3580295
Chr1	3581771	3583420
Chr1	3598688	3603211
Chr1	3603264	3604470
Chr1	3664546	3664956
Chr1	3669747	3672288
Chr1	3694656	3702640
Chr1	3740471	3743608
Chr1	3756179	3757562
Chr1	3760775	3767680
Chr1	3774578	3777670
Chr1	3779976	3780371
Chr1	3780454	3785913
Chr1	3786713	3793774
Chr1	3812309	3817557
Chr1	3839580	3846356
Chr1	3851395	3852766
Chr1	3855217	3855561
Chr1	3856477	3858692
Chr1	3878138	3882722
Chr1	3886676	3889275
Chr1	3889887	3892072
Chr1	3893466	3895495
Chr1	3951011	3952610
Chr1	3959053	3964159
Chr1	3976419	3977294
Chr1	3983392	3989674
Chr1	3990490	3991086
Chr1	3996167	3996606
Chr1	3996879	3997214
Chr1	3999247	4001166
Chr1	4001241	4002133
Chr1	4005741	4006538
Chr1	4007720	4008028
Chr1	4030057	4030799
Chr1	4037965	4038587
Chr1	4039817	4042627
Chr1	4140612	4149076
Chr1	4154522	4156019
Chr1	4157129	4159296
Chr1	4162258	4164118
Chr1	4170331	4170745
Chr1	4176687	4180411
Chr1	4189583	4193797
Chr1	4197274	4197734
Chr1	4206020	4207807
Chr1	4223406	4224038
Chr1	4229394	4239369
Chr1	4237717	4239369
Chr1	4242528	4243529
Chr1	4243875	4245032
Chr1	4252723	4253581
Chr1	4311272	4317297
Chr1	4317929	4322682
Chr1	4326405	4333331
Chr1	4344313	4350152
Chr1	4351354	4354427
Chr1	4355846	4356898
Chr1	4382622	4384416
Chr1	4410270	4414421
Chr1	4442401	4447256
Chr1	4450234	4455699
Chr1	4455919	4461680
Chr1	4461951	4465589
