I	12632	13612
I	19769	22804
I	74076	75893
I	80191	81289
I	105028	107984
I	112882	116932
I	127945	132456
I	137068	139439
I	140803	141195
I	154170	155938
I	163852	164909
I	168044	169534
I	169629	176347
I	188802	192173
I	195455	199610
I	218114	221413
I	226515	228528
I	249047	255958
I	257049	257492
I	258983	259816
I	295055	303570
I	306524	307215
I	310712	311538
I	321508	322242
I	324956	326077
I	329115	332861
I	335766	338057
I	348772	350656
I	356131	357584
I	360387	363428
I	386257	388590
I	396645	397932
I	399094	399544
I	401200	402125
I	404022	406422
I	412920	415720
I	422692	423102
I	424340	437635
I	444781	452995
I	457046	464651
I	471744	477819
I	484931	491430
I	512629	514441
I	517061	524834
I	535419	536328
I	540839	544291
I	554391	557381
I	559198	560349
I	561150	565161
I	567573	567812
I	568302	569613
I	571477	572852
I	575690	581087
I	581650	590319
I	597854	600247
I	604400	604664
I	617060	619829
I	620492	623539
I	629789	630502
I	631345	638854
I	641830	644368
I	656854	657948
I	661474	663486
I	664403	668822
I	682423	690391
I	695102	698855
I	706402	710436
I	712653	717556
I	720174	720828
I	726374	731199
I	734944	737341
I	740369	740656
I	746892	747231
I	747484	752926
I	753734	754015
I	762215	768161
I	769080	771231
I	777778	778317
I	778629	782323
I	786843	791117
I	796484	797314
I	799368	802449
I	807081	808824
I	827080	832694
I	833060	834526
I	835784	839029
I	845404	847713
I	854597	855844
I	855898	860127
I	863467	868848
I	869884	870478
I	870642	878986
I	882988	887473
I	892738	894372
I	895641	896577
I	897059	899997
I	908441	912613
I	914928	925526
I	925976	929977
I	933925	936300
I	941209	945140
I	955181	959462
I	960355	961783
I	963064	963422
I	964942	966480
I	966781	967233
I	968502	971105
I	971900	973474
I	973956	974247
I	974921	976643
I	980226	985102
I	985545	989924
I	991965	992509
I	991961	994464
I	996347	997544
I	998725	1001474
I	1021955	1027415
I	1034953	1041715
I	1043890	1045919
I	1049203	1051591
I	1073211	1075565
I	1080160	1080937
I	1083781	1085445
I	1088744	1089214
I	1091563	1094441
I	1095737	1097358
I	1097676	1101948
I	1106893	1112379
I	1115999	1119498
I	1131464	1140392
I	1143926	1146076
I	1147275	1148662
I	1151157	1152778
I	1161980	1163878
I	1164235	1166885
I	1171643	1178983
I	1184289	1186858
I	1192803	1194573
I	1200822	1208185
I	1213569	1214237
I	1215459	1218359
I	1219586	1225485
I	1230540	1231250
I	1232678	1235535
I	1242435	1244601
I	1249763	1250994
I	1252166	1255690
I	1258062	1265103
I	1265282	1268995
I	1276781	1279035
I	1279956	1280551
I	1281597	1286369
I	1289617	1295741
I	1300512	1302780
I	1302931	1310090
I	1311256	1311892
I	1313800	1317454
I	1318519	1321206
I	1322088	1327205
I	1339240	1346575
I	1342512	1342787
I	1350908	1352519
I	1357658	1360135
I	1361817	1366768
I	1378414	1384201
I	1384510	1390883
I	1402757	1410927
I	1425201	1426218
I	1426525	1429689
I	1430025	1433465
I	1433745	1437209
I	1439825	1447582
I	1446505	1446787
I	1458367	1459809
I	1478135	1483427
I	1495645	1501437
I	1525395	1531314
I	1537070	1539810
I	1544447	1545097
I	1548234	1550474
I	1551462	1553392
I	1558717	1560105
I	1561685	1565374
I	1571873	1576174
I	1577727	1578102
I	1579101	1582164
I	1584122	1585120
I	1586921	1592048
I	1592970	1596015
I	1599840	1602320
I	1605934	1608131
I	1616593	1622177
I	1637006	1641911
I	1655053	1662375
I	1670417	1679146
I	1681901	1684557
I	1698026	1699581
I	1707191	1708696
I	1719618	1722152
I	1723033	1726626
I	1728622	1730636
I	1733282	1734898
I	1739250	1743426
I	1752536	1757111
I	1762050	1765507
I	1766828	1767667
I	1775705	1778359
I	1780756	1782567
I	1789621	1792555
I	1795538	1797212
I	1813860	1816671
I	1837525	1838533
I	1866853	1867781
I	1868628	1873418
I	1878506	1883866
I	1892625	1893361
I	1901130	1903867
I	1908401	1908733
I	1912433	1914890
I	1925043	1926584
I	1937750	1938905
I	1951095	1954892
I	1965089	1965746
I	1975154	1976749
I	2028197	2028934
I	2036578	2037262
I	2038492	2039064
I	2040907	2048612
I	2049415	2053415
I	2050247	2050620
I	2056005	2061155
I	2072642	2076243
I	2076654	2077575
I	2082867	2089496
I	2100554	2102975
I	2104478	2109282
I	2111141	2113489
I	2116373	2121043
I	2124529	2128157
I	2137325	2139360
I	2150166	2156262
I	2162106	2162942
I	2165350	2169526
I	2184658	2186337
I	2187036	2187236
